Entity Type,USDOT Number,USDOT Status,MCS-150 Mileage Year,MCS-150 Form Date,Legal Name,DBA Name,Physical Address,Phone,Mailing Address,URL,Error
CARRIER  ,3358839 ,ACTIVE  ,"10,000 (2023) ",01/02/2024 ,JOSE ANTONIO MORA TORRES , ,"PRIV SAN MARCOS 13512 17
TIJUANA, BN   22170  ",(664) 510-1301  ,"9765 MARCONI DR STE 105
SAN DIEGO, CA   92154  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3358839&original_query_string=JOSE ANTONIO MORA TORRES,N/A
CARRIER  ,1079461 ,ACTIVE  ,"1,000 (2001) ",10/07/2002 ,JOSE MANUEL PEREZ , ,"9048 NW 93RD STREET BAY 2
MEDLEY, FL   33178-1415  ",(305) 884-4607  ,"55 EAST 13TH STREET
HIALEAH, FL   33010-3533  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1079461&original_query_string=JOSE MANUEL PEREZ,N/A
CARRIER  ,3232253 ,ACTIVE  , ,01/14/2019 ,JOSHUA BEAN ,JB TRUCKING AND TRANSPORT ,"9480 GARDNER ST
BEAUMONT, TX   77707-1121  ",(409) 659-7485  ,"9480 GARDNER ST
BEAUMONT, TX   77707-1121  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3232253&original_query_string=JOSHUA BEAN,N/A
CARRIER  ,3301586 ,ACTIVE  , ,05/27/2020 ,JS HEART TRANSPORT , ,"19606 RICELAKE LN
HOUSTON, TX   77084-4748  ",(281) 995-6641  ,"19606 RICELAKE LN
HOUSTON, TX   77084-4748  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3301586&original_query_string=JS HEART TRANSPORT,N/A
CARRIER  ,904317 ,ACTIVE  , , ,JUAN A PORTAL , ,"370 SW BUXTON AVENUE
PORT ST LUICE, FL   34983  ",(561) 343-9255  ,"370 SW BUXTON AVENUE
PORT ST LUICE, FL   34983  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=904317&original_query_string=JUAN A PORTAL,N/A
CARRIER  ,877896 ,ACTIVE  , , ,JUAN C SERNA , ,"420 BLUEJACKET LANE
ORLANDO, FL   32825  ",(407) 579-6959  ,"420 BLUEJACKET LANE
ORLANDO, FL   32825  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=877896&original_query_string=JUAN C SERNA,N/A
CARRIER  ,733849 ,ACTIVE  ,"2,595 (1997) ", ,JOHN M SWOPE ,K AND M CONSTRUCTION INC ,"1801 WEST 700 NORTH
EDINBURGH, IN   46124  ",(812) 526-2459  ,"1801 WEST 700 NORTH
EDINBURGH, IN   46124  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=733849&original_query_string=K AND M CONSTRUCTION INC,N/A
CARRIER  ,4222639 ,ACTIVE  , ,04/09/2024 ,K TRANSPORT , ,"15226 CLEAR ST
NOBLESVILLE, IN   46060  ",(219) 712-6503  ,"15226 CLEAR ST
NOBLESVILLE, IN   46060-4688  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=4222639&original_query_string=K TRANSPORT,N/A
SHIPPER  ,592879 ,ACTIVE  , , ,KANSAS PLATING INC , ,"1110 N MOSLEY ST
WICHITA, KS   67214  ",(316) 263-7853  ,"1110 N MOSLEY ST
WICHITA, KS   67214  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=592879&original_query_string=KANSAS PLATING INC,N/A
CARRIER  ,1221042 ,ACTIVE  ,100 (2003) ,03/10/2004 ,NOAH KEITH GILLELAND ,KEITH GILLELAND ,"4921 COUNTY RD 329
WEDOWEE, AL   36278  ",(256) 589-1080  ,"4921 COUNTY RD 329
WEDOWEE, AL   36278  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1221042&original_query_string=KEITH GILLELAND,N/A
CARRIER  ,1978950 ,ACTIVE  ,"10,000 (2023) ",11/17/2024 ,KENNEDY CONSTRUCTION COMPANY , ,"201 N THIRD STREET
GRANDVIEW, TX   76050  ",(817) 556-9421  ,"PO BOX 807
GRANDVIEW, TX   76050  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1978950&original_query_string=KENNEDY CONSTRUCTION COMPANY,N/A
CARRIER  ,2805789 ,ACTIVE  , , ,KENNETH SLOAN DOBBINS ,EXECUTIVE LIMOUSINE TRANSPORTATION ,"600 SOUTH JEFFERSON K
PLACENTIA, CA   92670  ",(714) 540-9700  ,"600 SOUTH JEFFERSON K
PLACENTIA, CA   92670  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2805789&original_query_string=KENNETH SLOAN DOBBINS,N/A
CARRIER  ,882499 ,ACTIVE  , , ,KENTUCKIANA GUTTER EXPRESS ,K G E INC ,"213 S 1ST ST
LAGRANGE, KY   40031  ",(502) 222-4630  ,"213 S 1ST ST
LAGRANGE, KY   40031  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=882499&original_query_string=KENTUCKIANA GUTTER EXPRESS,N/A
CARRIER  ,1520221 ,ACTIVE  , ,06/23/2006 ,KIMBERLY ADAMS ,KGR TRANSPORT ,"20626 GLADES CUTTOFF RD
PORT SAINT LUCIE, FL   34987  ",(772) 318-8182  ,"20626 GLADES CUTTOFF RD
PORT SAINT LUCIE, FL   34987  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1520221&original_query_string=KGR TRANSPORT,N/A
CARRIER  ,4167986 ,ACTIVE  ,1 (2023) ,07/25/2024 ,KINGNORTH TRANSPORTATION INC , ,"488 BROADWAY APT 10
LONG BRANCH, NJ   07740  ",(469) 340-6626  ,"488 BROADWAY APT 10
LONG BRANCH, NJ   07740-5954  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=4167986&original_query_string=KINGNORTH TRANSPORTATION INC,N/A
CARRIER  ,465749 ,ACTIVE  , ,10/01/2002 ,KINSEY CRANE & SIGN CO INC , ,"2401 JOHNSON AVE NW
ROANOKE, VA   24017  ",(703) 345-5063  ,"2401 JOHNSON AVE NW
ROANOKE, VA   24017  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=465749&original_query_string=KINSEY CRANE & SIGN CO INC,N/A
CARRIER  ,854251 ,ACTIVE  , , ,KIRCHMAN CORPORATION , ,"711 E ALTAMONTE DRIVE
ALTAMONTE SPRINGS, FL   32701  ",(407) 831-3001  ,"POST OFFICE BOX 2269
ORLANDO, FL   32802  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=854251&original_query_string=KIRCHMAN CORPORATION,N/A
CARRIER  ,647991 ,ACTIVE  ,"2,000 () ", ,LARRY E KIRKLAND ,KIRKLAND FARMS ,"717 GRAVEL FORD RD
RUMSEY, KY   42371  ",(502) 273-5315  ,"717 GRAVEL FORD RD
RUMSEY, KY   42371  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=647991&original_query_string=KIRKLAND FARMS,N/A
CARRIER  ,1643319 ,ACTIVE  ,"5,000 (2023) ",12/29/2023 ,KIRYAS JOEL GRAND FOOD MARKET INC , ,"51 FOREST ROAD #216
MONROE, NY   10950  ",(845) 782-6166  ,"51 FOREST ROAD #216
MONROE, NY   10950-2936  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1643319&original_query_string=KIRYAS JOEL GRAND FOOD MARKET INC,N/A
CARRIER  ,2131846 ,ACTIVE  , ,03/18/2011 ,KLAZZIC TOUCH COMPANY LLC , ,"7235 TEN HILL
WEST BLOOMFIELD, MI   48322  ",(248) 862-2882  ,"7235 TEN HILL
WEST BLOOMFIELD, MI   48322  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2131846&original_query_string=KLAZZIC TOUCH COMPANY LLC,N/A
SHIPPER  ,411783 ,ACTIVE  , , ,KNUD-HANSEN MEMORIAL HOSPITAL , ,"NUCLEAR MEDICINE DEP
CHARLOTTE AMALIE, VI   00801  ", ,"NUCLEAR MEDICINE DEP
CHARLOTTE AMALIE, VI   00801  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=411783&original_query_string=KNUD-HANSEN MEMORIAL HOSPITAL,N/A
CARRIER  ,792408 ,ACTIVE  , , ,RICHARD R KRANCE ,KRANCE FARM ,"936 M ROAD
CHAPMAN, NE   68827  ",(308) 946-3451  ,"936 M ROAD
CHAPMAN, NE   68827  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=792408&original_query_string=KRANCE FARM,N/A
CARRIER  ,1003227 ,ACTIVE  , ,02/06/2002 ,COLEMAN R KYLE ,KYLE R COLEMAN DUMP TRUCK SERVICE ,"390 S 200 W
MINERSVILLE, UT   84752  ",(435) 386-1526  ,"BOX 266
MINERSVILLE, UT   84752  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1003227&original_query_string=KYLE R COLEMAN DUMP TRUCK SERVICE,N/A
CARRIER  ,720129 ,ACTIVE  ,"20,196 () ", ,L D THOUSAND , ,"3856 S OLD US 31
ROCHESTER, IN   46975-8244  ",(219) 223-3363  ,"3856 S OLD US 31
ROCHESTER, IN   46975-8244  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=720129&original_query_string=L D THOUSAND,N/A
CARRIER  ,1273514 ,ACTIVE  ,"24,000 (2003) ",07/30/2004 ,LAKELAND PUBLISHERS ,LAKELAND MEDIA ,"30 SOUTH WHITNEY
GRAYSLAKE, IL   60030  ",(847) 223-8161  ,"PO BOX 268
GRAYSLAKE, IL   60030  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1273514&original_query_string=LAKELAND MEDIA,N/A
CARRIER  ,1273514 ,ACTIVE  ,"24,000 (2003) ",07/30/2004 ,LAKELAND PUBLISHERS ,LAKELAND MEDIA ,"30 SOUTH WHITNEY
GRAYSLAKE, IL   60030  ",(847) 223-8161  ,"PO BOX 268
GRAYSLAKE, IL   60030  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1273514&original_query_string=LAKELAND PUBLISHERS,N/A
CARRIER  ,1437493 ,ACTIVE  ,"10,000 (2023) ",01/14/2023 ,LANDMARK EXCAVATING & DEVELOPING LLC , ,"59 DICKERSON AVENUE
MONTGOMERY, NY   12549  ",(845) 222-2309  ,"P O BOX 73
THOMPSON RIDGE, NY   10985  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1437493&original_query_string=LANDMARK EXCAVATING & DEVELOPING LLC,N/A
CARRIER  ,734300 ,ACTIVE  , , ,LANNY G MCADAMS , ,"BIG CABIN CREEK RD
VANCEBURG, KY   41179  ",(606) 798-2394  ,"RR 2 BOX 316A
VANCEBURG, KY   41179  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=734300&original_query_string=LANNY G MCADAMS,N/A
CARRIER  ,647991 ,ACTIVE  ,"2,000 () ", ,LARRY E KIRKLAND ,KIRKLAND FARMS ,"717 GRAVEL FORD RD
RUMSEY, KY   42371  ",(502) 273-5315  ,"717 GRAVEL FORD RD
RUMSEY, KY   42371  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=647991&original_query_string=LARRY E KIRKLAND,N/A
CARRIER  ,1928586 ,ACTIVE  ,"3,000 (2008) ",08/20/2009 ,LARRY RAZZANO LEATHER AND SCRAP , ,"318 N PERRY STREET
JOHNSTOWN, NY   12095  ",(518) 762-9019  ,"PO BOX 532
JOHNSTOWN, NY   12095  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1928586&original_query_string=LARRY RAZZANO LEATHER AND SCRAP,N/A
CARRIER  ,2774656 ,ACTIVE  , , ,LAURA BANUELOS ,PINA FURNITURE ,"16766 ARROW BLVD
FONTANA, CA   92335  ",(909) 356-2105  ,"PO BOX 4831
FONTANA, CA   92335  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2774656&original_query_string=LAURA BANUELOS,N/A
CARRIER  ,743803 ,ACTIVE  , ,03/05/2010 ,LAWN MAINTENANCE SERVICES CO INC , ,"3312 WAGNER ROAD
ALLISON PARK, PA   15101  ",(412) 767-7020  ,"3312 WAGNER ROAD
ALLISON PARK, PA   15101  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=743803&original_query_string=LAWN MAINTENANCE SERVICES CO INC,N/A
CARRIER  ,4117170 ,ACTIVE  ,"2,000 (2023) ",05/21/2024 ,LCO TRANSPORT INC , ,"3 MICHAUD RD
GRAND FALLS, NB   E3Z 1L5  ",(506) 479-1290  ,"3 MICHAUD RD
GRAND FALLS, NB   E3Z 1L5  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=4117170&original_query_string=LCO TRANSPORT INC,N/A
CARRIER  ,425845 ,ACTIVE  , ,01/14/2002 ,LEROY AND NANCY COLE ,RAINBOW AMUSEMENTS ,"2322 T ST
LINCOLN, NE   68503  ",(402) 476-2012  ,"2322 T ST
LINCOLN, NE   68503  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=425845&original_query_string=LEROY AND NANCY COLE,N/A
CARRIER  ,976972 ,ACTIVE  , ,09/04/2001 ,LEROY SULLIVAN JR ,SHAWN'S DUMP ,"2505 E OSBORNE
TAMPA, FL   33610-2505  ",(813) 376-5973  ,"2505 E OSBORNE
TAMPA, FL   33610-2505  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=976972&original_query_string=LEROY SULLIVAN JR,N/A
CARRIER  ,1419153 ,ACTIVE  ,"15,000 (2021) ",01/27/2023 ,LESLIE LAVERNE SPECKMANN ,SPECKMANN CHOPPING ,"62595 725 RD
ELK CREEK, NE   68348  ",(402) 335-2393  ,"62595 725 RD
ELK CREEK, NE   68348  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1419153&original_query_string=LESLIE LAVERNE SPECKMANN,N/A
SHIPPER  ,414666 ,ACTIVE  , , ,LIANCO CONTAINER CORP , ,"12949 ENTERPRISE WAY
BRIDGETON, MO   63044  ", ,"12949 ENTERPRISE WAY
BRIDGETON, MO   63044  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=414666&original_query_string=LIANCO CONTAINER CORP,N/A
SHIPPER  ,407740 ,ACTIVE  , , ,LIEN CHEMICAL COMPANY , ,"501 W LAKE STREET
ELMHURST, IL   60126  ",(312) 832-6500  ,"501 W LAKE STREET
ELMHURST, IL   60126  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=407740&original_query_string=LIEN CHEMICAL COMPANY,N/A
CARRIER  ,4296028 ,ACTIVE  , ,10/07/2024 ,LIGHT HANDS LOGISTICS LLC ,LH-TRUCKING ,"1968 W GOLDEN POND WAY
OREM, UT   84059  ",(801) 866-6954  ,"1968 W GOLDEN POND WAY
OREM, UT   84059-3394  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=4296028&original_query_string=LIGHT HANDS LOGISTICS LLC,N/A
SHIPPER  ,416850 ,ACTIVE  , , ,LIGHTING PLANT ,SYLTROM INC ,"URB OND MATA DE PLATANO
LUQUILLO, PR   00673  ", ,"URB OND MATA DE PLATANO
LUQUILLO, PR   00673  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=416850&original_query_string=LIGHTING PLANT,N/A
SHIPPER  ,416256 ,ACTIVE  , , ,LINCOLN MANUFACTURING COMPANY INC , ,"PO BOX 1229
FORT WAYNE, IN   46801  ",(219) 432-9511  ,"PO BOX 1229
FORT WAYNE, IN   46801  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=416256&original_query_string=LINCOLN MANUFACTURING COMPANY INC,N/A
CARRIER  ,1732486 ,ACTIVE  , ,01/30/2008 ,LYLE A HANDY SR , ,"ROUTE 10
MARLOW, NH   03456  ",(603) 446-3365  ,"PO BOX 343
MARLOW, NH   03456  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1732486&original_query_string=LYLE A HANDY SR,N/A
CARRIER  ,3952140 ,ACTIVE  ,"120,000 (2024) ",10/11/2024 ,M & Y TRANSPORTATION LLC , ,"350 E BIRCH AVE APT 323
BARRON, WI   54812  ",(612) 865-6471  ,"350 E BIRCH AVE APT 323
BARRON, WI   54812  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3952140&original_query_string=M & Y TRANSPORTATION LLC,N/A
CARRIER  ,1737643 ,ACTIVE  ,"920,000 (2022) ",01/19/2023 ,M A G B TRANSPORTATION INC , ,"206 E BROADWAY
FAIRVIEW, OK   73737  ",(580) 227-3374  ,"PO BOX 298
FAIRVIEW, OK   73737  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1737643&original_query_string=M A G B TRANSPORTATION INC,N/A
CARRIER  ,2076727 ,Inactive USDOT Number per 49 CFR 390.19(b)(4); Biennial update of MCS-150 data not completed  ,"100,000 (2021) ",02/05/2022 ,MADNI TRANSPORTATION LLC , ,"200 BETTY ANN LANE
COVINGTON, GA   30016  ",(404) 514-8042  ,"200 BETTY ANN LANE
COVINGTON, GA   30016  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2076727&original_query_string=MADNI TRANSPORTATION LLC,N/A
CARRIER  ,3884313 ,ACTIVE  ,1 (2021) ,05/24/2022 ,MAGNUMUSX TRANSPORTATION LLC , ,"458 W KING ST
YORK, PA   17401  ",(717) 654-1743  ,"PO BOX 7203 2150 WHITE ST
YORK, PA   17404-0203  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3884313&original_query_string=MAGNUMUSX TRANSPORTATION LLC,N/A
CARRIER  ,1809758 ,ACTIVE  , ,11/05/2014 ,MAIDEN TREE COMPANY LLC ,MAIDEN TREE COMPANY ,"1765 WASHINGTON ST
DENVER, CO   80203  ",(303) 907-8770  ,"1765 WASHINGTON ST
DENVER, CO   80203  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1809758&original_query_string=MAIDEN TREE COMPANY,N/A
CARRIER  ,1809758 ,ACTIVE  , ,11/05/2014 ,MAIDEN TREE COMPANY LLC ,MAIDEN TREE COMPANY ,"1765 WASHINGTON ST
DENVER, CO   80203  ",(303) 907-8770  ,"1765 WASHINGTON ST
DENVER, CO   80203  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1809758&original_query_string=MAIDEN TREE COMPANY LLC,N/A
CARRIER  ,4212998 ,ACTIVE  ,1 (2023) ,05/24/2024 ,MALIK TRANSPORT LLC , ,"23928 109TH AVE SE APT 2D303
KENT, WA   98031  ",(206) 602-0269  ,"23928 109TH AVE SE APT 2D303
KENT, WA   98031  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=4212998&original_query_string=MALIK TRANSPORT LLC,N/A
CARRIER/BROKER  ,4218951 ,ACTIVE  , ,04/01/2024 ,MANUEL HAUL DELIVERY , ,"6414 LYNDHURST DR
HOUSTON, TX   77087  ",(832) 217-4040  ,"6414 LYNDHURST DR
HOUSTON, TX   77087-6338  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=4218951&original_query_string=MANUEL HAUL DELIVERY,N/A
CARRIER  ,1663187 ,ACTIVE  , ,07/05/2007 ,MAR-TON CONSTRUCTION AND REMODELING , ,"3724 S 2300 E
SALT LAKE CITY, UT   84109  ",(801) 550-2895  ,"3724 S 2300 E
SALT LAKE CITY, UT   84109  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1663187&original_query_string=MAR-TON CONSTRUCTION AND REMODELING,N/A
CARRIER/SHIPPER  ,1097110 ,ACTIVE  ,"510,638 (2002) ",02/04/2003 ,RAQUEL SANTIAGO ,MARANATHA TRUCKING CORP ,"863 EVANGELINE AVENUE
ORLANDO, FL   32809  ",(407) 826-5815  ,"863 EVANGELINE AVENUE
ORLANDO, FL   32809  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1097110&original_query_string=MARANATHA TRUCKING CORP,N/A
CARRIER  ,2068191 ,ACTIVE  ,"271,000 (2010) ",08/22/2010 ,MARIANA AGUERO , ,"6866 NW 173 DRIVE # 608
MIAMI, FL   33015  ",(305) 827-0529  ,"6866 NW 173 DRIVE # 608
MIAMI, FL   33015  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=2068191&original_query_string=MARIANA AGUERO,N/A
CARRIER  ,1525728 ,ACTIVE  ,100 (2005) ,07/05/2006 ,MARINA CASTANO ,CASTANOS TRUCKING INC ,"5302 PUTNAM CT
TAMPA, FL   33624  ",(813) 323-8550  ,"5302 PUTNAM CT
TAMPA, FL   33624  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1525728&original_query_string=MARINA CASTANO,N/A
CARRIER  ,719675 ,ACTIVE  , , ,MARY JANE HANEY ,HANEY'S ,"508 E 8TH ST
SHERIDAN, IN   46069  ",(317) 758-1810  ,"508 E 8TH ST
SHERIDAN, IN   46069  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=719675&original_query_string=MARY JANE HANEY,N/A
CARRIER  ,783286 ,ACTIVE  ,"2,500 (2003) ",06/28/2004 ,MATTHEWS TIMBERLAND SERVICE INC , ,"6173 RACE TRACK ROAD
CASTALIA, NC   27816  ",(252) 459-3283  ,"PO BOX 255
CASTALIA, NC   27816  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=783286&original_query_string=MATTHEWS TIMBERLAND SERVICE INC,N/A
CARRIER  ,3925515 ,ACTIVE  , ,07/28/2022 ,MAX TRANSPORT EXPRESS LLC , ,"1806 PHEASANT RUN W APT C
COLUMBUS, OH   43228  ",(614) 372-4289  ,"1806 PHEASANT RUN W APT C
COLUMBUS, OH   43228-3451  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3925515&original_query_string=MAX TRANSPORT EXPRESS LLC,N/A
CARRIER  ,1038978 ,ACTIVE  ,"16,000 (2001) ", ,TEXACO NATURAL GAS INC ,MAYSVILLE GAS PROCESSING PLANT ,"HWY 9 2 MILES WEST
MAYSVILLE, OK   73057  ",(405) 527-9295  ,"PO BOX 846
MAYSVILLE, OK   73057  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1038978&original_query_string=MAYSVILLE GAS PROCESSING PLANT,N/A
CARRIER  ,3925475 ,ACTIVE  , ,07/28/2022 ,MCLAIN TRANSPORT LLC , ,"175 DIXON LAKE CIR
VIDALIA, GA   30474-9490  ",(912) 326-1918  ,"175 DIXON LAKE CIR
VIDALIA, GA   30474-9490  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=3925475&original_query_string=MCLAIN TRANSPORT LLC,N/A
CARRIER  ,1221017 ,ACTIVE  , ,03/10/2004 ,PAUL E MCLEAN ,MCLEAN TRUCKING ,"510 ROBINSON ROAD
HARTWICK, NY   13348  ",(315) 858-2937  ,"510 ROBINSON ROAD
HARTWICK, NY   13348  ",https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&original_query_param=NAME&query_string=1221017&original_query_string=MCLEAN TRUCKING,N/A
